,geo,text,user,location
202,," . #GERDEthiopia by producing 6000MW electricity it is significantly benefiting both Egypt and Sudan, and the…",pepparsteve,"Ekerö, Sverige"
203,,The #Statement from #UN Secretary-General on the #GERD failed short of imposing #ConditionsForFilling #Egypt hoped… ,FDisputes,
204,, Great to see your recommendation about pan African solution to the #GERD got traction.… ,EmebetGAbate,🇪🇹🌍
205,, Mekonen Kassa in his below article clearly showed there is no threat of thirst on #Egypt while #Ethiopia fill her #GERD duri…,habeshalol,United States
206,," Ethiopia will not starve. It is Ethiopians that may starve.Be that as it may, I don't believe he meant… ",Doctor_Abiy,
207,," Minister of Water, Irrigation &amp; Electricity &amp; SM   briefed African ambassadors resi…",Samsona81293566,
208,," #Ethiopian reply to UN Security Council (#UNSC), after #Egypt's allegation on Grand Ethiopian Renaissance Dam (#GERD) issue, c…",Samsona81293566,
209,, The difference is #Vissible compared to from  on #GERD that interpreted #DoP in #EGYPT fav… ,FDisputes,
210,, The Ambassadors called on the need to solve African problems through Africans highlighting that countries in Africa or the…,alemange2010,Ethiopia
211,," Briefings covered national, regional &amp; continental level values that can be gained in building #GERD &amp; stressed #Ethiopia’…",alemange2010,Ethiopia
212,," Minister of Water, Irrigation &amp; Electricity &amp; SM   briefed African ambassadors resi…",alemange2010,Ethiopia
213,, EU Backs Strategic Importance Of GERD To EthiopiaEU said it fully recognizes the strategic importance of the Nile and…,Samsona81293566,
214,, #EU backs strategic importance of #GERD to #Ethiopia  ,Zerihun_et,Norway
215,, The Ambassadors called on the need to solve African problems through Africans highlighting that countries in Africa or the…,alemgebeya,"Bahir Dar, D/Markos, Ethiopia"
216,," Minister of Water, Irrigation &amp; Electricity &amp; SM   briefed African ambassadors resi…",alemgebeya,"Bahir Dar, D/Markos, Ethiopia"
217,," Ministry of Water, Irrigation, and Energy is briefing resident ambassadors in Addis Ababa on the current status of the cons…",Samsona81293566,
218,," . #GERDEthiopia by producing 6000MW electricity it is significantly benefiting both Egypt and Sudan, and the…",alexis_tth,
219,,". #GERDEthiopia by producing 6000MW electricity it is significantly benefiting both Egypt and Sudan,… ",AfricaInst,Ethiopia. Canada.
220,," Minister of Water, Irrigation &amp; Electricity &amp; SM   briefed African ambassadors resi…",SisayLalibela,Ethiopia
221,," Minister of Water, Irrigation &amp; Electricity &amp; SM   briefed African ambassadors resi…",bitaniat,
222,, #GERD #ItsMyDam #RT 1. #BlueNile is the major river in #Ethiopia. Tekeze &amp; Baro are among the main tributaries. 2. #Blu…,ilmagamme,
223,,Statement attributable to the Spokesman for the Secretary-General on the Grand Ethiopian Renaissance Dam The Secr… ,nile_basin,
224,," Minister of Water, Irrigation &amp; Electricity &amp; SM   briefed African ambassadors resi…",Estifan39129546,"Edmonton, Alberta"
225,, #EU backs strategic importance of #GERD to #Ethiopia  ,Estifan39129546,"Edmonton, Alberta"
226,,"The Secretary-General underscores the importance of the 2015 #DoP on the #GERD, which emphasizes #cooperation based… ",FDisputes,
227,," Briefings covered national, regional &amp; continental level values that can be gained in building #GERD &amp; stressed #Ethiopia’…",ImmongaultH,Éthiopie
228,," Minister of Water, Irrigation &amp; Electricity &amp; SM   briefed African ambassadors resi…",ETHinSweden,Birger jarlsgatan 39
229,,The Ambassadors called on the need to solve African problems through Africans highlighting that countries in Africa… ,mfaethiopia,"Addis Ababa, Ethiopia🇪🇹"
230,,"Briefings covered national, regional &amp; continental level values that can be gained in building #GERD &amp; stressed… ",mfaethiopia,"Addis Ababa, Ethiopia🇪🇹"
231,,"Minister of Water, Irrigation &amp; Electricity &amp; SM   briefed African ambassado… ",mfaethiopia,"Addis Ababa, Ethiopia🇪🇹"
232,, Leader of  sat down with ETV Foreign Languages to discuss current issues including developments surrounding the Grand…,Wudex1,
233,,"#Ethiopia does not have legal obligation to seek approval of #Egypt and #Sudan ""Addis Standard newspaper"" #GERD ",Shakiraa_Adam,"Sweden,  Örebro "
234,, Important message for region and international community from opposition leader Berhanu Nega on #GERD and attempts to compe…,LaurenBinDC,
235,, Mekonen Kassa in his below article clearly showed there is no threat of thirst on #Egypt while #Ethiopia fill her #GERD duri…,Gfasil,ድሬዳዋ
236,, #Egypt|s misguided colonial rigidity and bravado is only fomenting public animosity in #Ethiopia. Harmful to Egypt's own long-…,AbbaSheger,#AddisAbaba 
237,,Mekonen Kassa in his below article clearly showed there is no threat of thirst on #Egypt while #Ethiopia fill her… ,wolde_yes,ወልቃይት ጠገዴ ሰቲት-ሁመራ ራያ
238,,Let us know how you take care of GERD patients. #apsa2020 #gerd   ,ped_src,"Memphis, TN"
239,," Happening this Thursday, Part 1 of 2 sessions on GERD put together by APSA's Education Committee. We want to know how you…",drmalfares,Jeddah / Almadinah 
240,, #GERD #itismydam                                                    Nile: River of discord between Egypt and Ethiopia …,Tiruneh17,
241,, Let's us all make sure that our voice on #GERD gets heard. #itsmydam#Ethiopia ,noahamberber,Canada
242,, Latest (18-05-2020) Containment Zone in Chengalpet district with No. of Cases. District Administration has instructed m…,arulaaron,Chennai
243,, Important message for region and international community from opposition leader Berhanu Nega on #GERD and attempts to compe…,BBetru,Rwanda
244,, Leader of  sat down with ETV Foreign Languages to discuss current issues including developments surrounding the Grand…,EbbaDaniel,Ethiopia
245,,Will happen very soon #egypt #ethiopia #gerd #itsmydam  🇪🇬😌 ,sherifsabrii,Egypt
246,,Ever wonder how to tell if you may have heart problems or if you are dealing with Acid Reflux and Gastroesophageal… ,WHA,
247,, #EU backs strategic importance of #GERD to #Ethiopia  ,NattyExclusive,Traveling
248,," ""The attempt to pressure #Ethiopia to submit to the wills of others that have been benefiting from this water outside the…",shewayeshiferaw,United Kingdom
249,,4. Does the UK gov support #Egypt submissions to the  which is the last resort.  Thanks very much in advance  lo… ,140word,London
250,,70% of the Ethiopian Population does not have access to electricity. The #GERD will help in poverty reduction in… ,140word,London
251,,into the Nile. This agreement excluded #Ethiopian one of tributaries supply about 86% of the NR water. As you are a… ,140word,London
252,," More than 65 million Ethiopians, Africa’s 2nd most populous country, have no access to #electricity. As a result 2/3 of sc…",alazargetu3,
253,,#Ethiopia: The #EU said it fully recognizes the strategic importance of the Nile waters and the #GERD for Ethiopia.… ,afro105fm,Addis Ababa Ethiopia
254,,"   Aid started with #GERD builder #Italy, #GERD transmission line contractor… ",itsmydam1,
255,, #EU backs strategic importance of #GERD to #Ethiopia  ,GEBREENDALE,
256,," ""The attempt to pressure #Ethiopia to submit to the wills of others that have been benefiting from this water outside the…",YMBIBI,ADD/PDX/EIN
257,, #Egypt|s misguided colonial rigidity and bravado is only fomenting public animosity in #Ethiopia. Harmful to Egypt's own long-…,iyoba4u,Ethiopia
258,," #Ethiopia to move forward in filling the #GERD on the #Nile. ""Ethiopia doesn't have a legal obligation to seek approval…",HermelaBrook,
259,,I couldn't agree more. #GERD #itsmydam ,alemange2010,Ethiopia
260,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,YMBIBI,ADD/PDX/EIN
261,," More than 65 million Ethiopians, Africa’s 2nd most populous country, have no access to #electricity. As a result 2/3 of sc…",YMBIBI,ADD/PDX/EIN
262,," More than 65 million Ethiopians, Africa’s 2nd most populous country, have no access to #electricity. As a result 2/3 of sc…",tsinatkeab,"Leiden, The Netherlands"
263,,Let's us all make sure that our voice on #GERD gets heard. #itsmydam#Ethiopia ,alemange2010,Ethiopia
264,,EU Backs Strategic Importance Of GERD To EthiopiaEU said it fully recognizes the strategic importance of the Nile… ,DetailEthiopia,Addis Ababa
265,, Latest (18-05-2020) Containment Zone in Chengalpet district with No. of Cases. District Administration has instructed m…,senthildhan,
266,,#GERD #itismydam                                                    Nile: River of discord between Egypt and Ethiop… ,GorawY,
267,,"1) scarcity of food in the country, 2) US will remove Sudan from terrorist list, if they pay the victims family...… ",AbebeDempsey,"Washington, USA"
268,," Happening this Thursday, Part 1 of 2 sessions on GERD put together by APSA's Education Committee. We want to know how you…",ErickFliz1,República Dominicana 🇩🇴 
269,,So we got    so we need to work with   … ,140word,London
270,," On top of that,  #Sudan will no longer suffer from #Nile flooding knowing #Ethiopia's determination t… ",alemange2010,Ethiopia
271,, #Sudan is under immense economic and political pressures from the Arab League and the US. I consider… ,alemange2010,Ethiopia
272,, ''Egypt has no legal or moral capacity to demand an excessively prolonged period to fill the dam. As for periods of dr…,Ermmias,Addis Ababa
273,,#itsmydam #Ethiopia #Abay #GERDThis has been going on for a while..If you haven't signed it please do so. Thanks,Michael_Ethio,
274,, #EU backs strategic importance of #GERD to #Ethiopia  ,amir_redwan,Addis Ababa 
275,,#EU backs strategic importance of #GERD to #Ethiopia  ,AnalyticaGlobal,Worldwide
276,, . Interested to see how other #pedsurg treat #GERD. I took the survey in &lt;3 minutes.,iowaPDsurgeon,"Iowa City, IA"
277,,#EU backs strategic importance of #GERD to #Ethiopia  ,fanatelevision,"ADDIS ABABA, ETHIOPIA"
278,," ""The attempt to pressure #Ethiopia to submit to the wills of others that have been benefiting from this water outside the…",Dochker,Addis Ababa
279,,   Why should we always talk about only #Electricity when dealing with #GERD while #Egypt put #GERD…,nile_basin,
280,, New Review - The effect of #sleep on gastrointestinal functioning in common #digestivediseases - …,iscoher23,"Álvaro Obregón, Distrito Feder"
281,, Leader of  sat down with ETV Foreign Languages to discuss current issues including developments surrounding the Grand…,markos_db,
282,,It’s a start #GERD #ItsMyDam #Ethiopia 🇪🇹🇪🇹 ,140word,London
283,, #Egypt|s misguided colonial rigidity and bravado is only fomenting public animosity in #Ethiopia. Harmful to Egypt's own long-…,abirhanu,Finote Selam-- Addis Abeba
284,,FREE 1ST JUNE - AP&amp;TFree read at Bumper issue - 18 original articles in full#bleeding… ,APandT,
285,, #Egypt|s misguided colonial rigidity and bravado is only fomenting public animosity in #Ethiopia. Harmful to Egypt's own long-…,henokethiopia,USA
286,, New Review - The effect of #sleep on gastrointestinal functioning in common #digestivediseases - …,monivvillanueva,Santiago 
287,,#EU expressed his solidarity for Ethiopia's strategy on #Nile river and #GERD  … ,Alemayehu3A,
288,, We have concluded discussion on #GERD.  The joint statement is attached here.  …. This result is af…,LeticiaNgorima,
289,,Register today for our upcoming “TIF Talk: Physician Edition” YouTube LIVE! Physician and industry leaders will dis… ,GERDHelp,Global
290,, Latest (18-05-2020) Containment Zone in Chengalpet district with No. of Cases. District Administration has instructed m…,urapakkamoffl,"Urapakkam, Chengalpet (TN)"
291,,This kind of Foreign relation works need to made. Keep it up !!🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹#ItsMyDam  #GERD  #ItsOurDam… ,iyoba4u,Ethiopia
292,," More than 65 million Ethiopians, Africa’s 2nd most populous country, have no access to #electricity. As a result 2/3 of sc…",Amijelov,
293,,Where are the other opposition/competing parties' contribution in regard to #GERD issue ??🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹… ,iyoba4u,Ethiopia
294,, Latest (18-05-2020) Containment Zone in Chengalpet district with No. of Cases. District Administration has instructed m…,jjirtt,cuddalore
295,, #Egypt|s misguided colonial rigidity and bravado is only fomenting public animosity in #Ethiopia. Harmful to Egypt's own long-…,Tseday,Toronto - Addis
296,,"The traitor, coward, treasonous, &amp; sale our Birhanu Nega who has vehemently opposed the foundation of #GERD, who se… ",AberaLucas,
297,,"  Apart from being living in darkness,Eth'n women and mothers are facing health… ",KassahunBelay2,Addis Ababa
298,," More than 65 million Ethiopians, Africa’s 2nd most populous country, have no access to #electricity. As a result 2/3 of sc…",a7madhassn,"Blue Earth, MN"
299,," More than 65 million Ethiopians, Africa’s 2nd most populous country, have no access to #electricity. As a result 2/3 of sc…",_knate,Ethiopia
300,, Latest (18-05-2020) Containment Zone in Chengalpet district with No. of Cases. District Administration has instructed m…,iamkgraman,"Chennai, India"
301,,"Ministry of Water, Irrigation, and Energy is briefing resident ambassadors in Addis Ababa on the current status of… ",EthiopiaEU,Brussels
302,,"""Starvation/poverty is a matter of not having enough to eat &amp; not a matter of there being not enough food to eat ""A… ",Tiruneh17,
303,," Happening this Thursday, Part 1 of 2 sessions on GERD put together by APSA's Education Committee. We want to know how you…",QxPediatrica,"Caracas, Venezuela"
304,, Latest (18-05-2020) Containment Zone in Chengalpet district with No. of Cases. District Administration has instructed m…,Sun_sundar2000,
305,, #Egypt|s misguided colonial rigidity and bravado is only fomenting public animosity in #Ethiopia. Harmful to Egypt's own long-…,abrahamabr2,Addis Abeba  #Ethiopia
306,,NO ONE WANTS TO BOMB ITS OWN  KITCHEN. This is the only message that we #Ethiopians can convey for #Egyptians. If… ,EthiopiaWedi,
307,, Leader of  sat down with ETV Foreign Languages to discuss current issues including developments surrounding the Grand…,AlexGmariam,
308,,"Thanks Dr. Birhanu Nega of . That's what we Ethiopoans expect from the political parties, standing firm on… ",EthiopiaWedi,
309,," More than 65 million Ethiopians, Africa’s 2nd most populous country, have no access to #electricity. As a result 2/3 of sc…",Addist1T,
310,, Leader of  sat down with ETV Foreign Languages to discuss current issues including developments surrounding the Grand…,messiassefa,Addis Ababa
311,, Latest (18-05-2020) Containment Zone in Chengalpet district with No. of Cases. District Administration has instructed m…,vsswamiji,
312,, Leader of  sat down with ETV Foreign Languages to discuss current issues including developments surrounding the Grand…,anew_ab,Ethiopia አዲሳባ
